itemID,itemKey,itemType,dateAdded,dateModified,title,abstractNote,date,publisher,place,volume,numberOfVolumes,edition,series,seriesNumber,numPages,pages,ISBN,ISSN,url,accessDate,language,shortTitle,libraryCatalog,callNumber,archiveLocation,rights,extra,publicationTitle,bookTitle,websiteTitle,university,creators,collections
2210,YU2H7YY5,book,"2020-02-26 00:58:22","2020-02-26 00:58:42","Branches and leaves",,"2011-00-00 2011","Evelyn Eller","Place of publication not identified",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9588079,,English,,,"N7433.4.E344 B73 2011","Art Library",,,,,,,"Evelyn Eller","Artists' Books Collection; To be photographed"
2211,SV2LB93R,book,"2020-02-26 00:56:59","2020-02-26 00:58:22","River mouth",,"2018-00-00 2018","[JAB Books]",[Chicago],,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9587445,,English,,,"Bound Serials JAB no.45(Spring 2019) Suppl.","Art Library",,,,,,,"Martin (Photographer) Thomas","Artists' Books Collection"
2212,WKPH2VG8,book,"2020-02-26 00:49:19","2020-02-26 00:56:59","William points",,"2019-00-00 2019","[JAB Books]",[Chicago],,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9587441,,English,,,"Bound Serials JAB no.45(Spring 2019) Suppl.","Art Library",,,,,,,"Matthew, 1975- Robertson","Artists' Books Collection"
2213,S2JZXXAA,book,"2020-02-26 00:48:30","2020-02-26 00:49:20","Natural selection, or, Everything you'll never know (in 1974)",,"2019-00-00 2019","[JAB Books]",[Chicago],,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9587440,,English,,,"Bound Serials JAB no.45(Spring 2019) Suppl.","Art Library",,,,,,,"Hazel Grainger","Artists' Books Collection"
2214,JM7KXHNI,book,"2020-02-26 00:47:43","2020-02-26 00:48:13","Ink blot bug book",,"2019-00-00 2019","[JAB Books]",[Chicago],,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9587438,,English,,,"Bound Serials JAB no.45(Spring 2019) Suppl.","Art Library",,,,,,,"Clare (Book artist) Day","Artists' Books Collection"
2215,TDCUTL4Y,book,"2020-02-26 00:43:15","2020-02-26 00:43:53","Concerning roundabouts",,"2019-00-00 2019","[JAB Books]",[Chicago],,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9587437,,English,,,"Bound Serials JAB no.45(Spring 2019) Suppl.","Art Library",,,,,,,"Conor Wilson","Artists' Books Collection"
2216,IQ94FDGZ,book,"2020-02-26 00:42:08","2020-02-26 00:42:57","Thirtysix views of #mtfuji",,"2019-00-00 2019","[JAB Books]",[Chicago],,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9587436,,English,,,"Bound Serials JAB  no.45(Spring 2019) Suppl.","Art Library",,,,,,,"Tom Sowden; Brad, 1951- Freeman; Ill.). Center for Book, Paper and Print Columbia College (Chicago","Artists' Books Collection; CMPL 260"
2218,HNELRMZJ,book,"2020-02-26 00:33:01","2020-02-26 00:34:01","H sapiens : there must be more to life",,"2019-00-00 2019","[JAB Books]",[Chicago],,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9587433,,English,,,"Bound Serials JAB no.45(Spring 2019) Suppl.","Art Library",,,,,,,"Clyde McGill; Ill.). Center for Book, Paper and Print Columbia College (Chicago","Artists' Books Collection"
2219,39BHSX9B,book,"2020-02-26 00:24:46","2020-02-26 00:32:57","JAB Hatch.",,"2017-00-00 2017","[JAB Books]",Chicago,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9587426,,English,,,"Bound Serials JAB no.44(Fall 2018) Suppl.","Art Library",,,,,,,"Brad, 1951- Freeman; April Sheridan; Mirjana Ursulesku; Hatch Show Print (Firm); Ill.). Center for Book, Paper and Print Columbia College (Chicago","Artists' Books Collection"
2220,KHVSQCUG,book,"2020-02-26 00:14:44","2020-02-26 00:15:08","Colección 45 RPM.",,"2017-00-00 2017","Laboratorio editorial Esto Es Un Libro","México",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9477979,,English,,,"N7433.4.A1 C654 2017","Art Library",,,,,,,"Amira, 1983- Aranda; Perro; Paulina, 1984- Suárez","Artists' Books Collection; To be photographed"
2221,3CLJJJUE,book,"2020-02-26 00:14:03","2020-02-26 00:14:25","Malovat slunce",,"2018-00-00 2018",Argo,Praha,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9546653,,Czech,,,"N7433.4.N54 M35 2018","Art Library",,,,,,,"Petr Nikl; Vladimír Vimr","Artists' Books Collection"
2222,WXYMV79K,book,"2020-02-26 00:11:07","2020-02-26 00:11:41","Quitonasto Form Chanmair Mao Tungest",,"2013-00-00 2013","Archive of Modern Conflict ; RM Verlag","[London] ; Barcelona",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9519883,,English,,,"N7433.4.M5335 Q58 2013","Art Library",,,,,,,"Cristina, 1975- De Middel","Artists' Books Collection; To be photographed"
2223,DWTPIG26,book,"2020-02-26 00:07:26","2020-02-26 00:11:07","An inflammatory guide : banned & challenged books you should read",,"2012-00-00 2012","Springtide Press","Tacoma, Washington",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9519830,,English,,,"N7433.4.S712 I54 2012","Art Library",,,,,,,"Jessica Spring; sweet pea (Bookseller); Springtide Press","Artists' Books Collection"
2224,6C2P9MX4,book,"2020-02-26 00:06:35","2020-02-26 00:07:09","Manual de simbología para una afección cardiaca",,"2013-00-00 2013","C'est un livre","Mexico City?",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9406248,,Spanish,,,"N7433.4.G84 P75 2013 c. 2","Art Library",,,,,,,"Jonathan Safran, 1977- Foer; E. Tonatiuh Trejo Gómez; Antonio Guerra González; C'est un livre","Artists' Books Collection"
2225,LS5PV84Z,book,"2020-02-26 00:05:55","2020-02-26 00:06:09","Manual de simbología para una afección cardiaca",,"2013-00-00 2013","C'est un livre","Mexico City?",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9406248,,Spanish,,,"N7433.4.G84 P75 2013","Art Library",,,,,,,"Jonathan Safran, 1977- Foer; E. Tonatiuh Trejo Gómez; Antonio Guerra González; C'est un livre","Artists' Books Collection"
2226,6D2HLT6A,book,"2020-02-26 00:04:46","2020-02-26 00:05:27","Libro postal",,"2017-00-00 2017","Laboratorio editorial Esto Es un Libro","Ciudad de México, México",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9406267,,Spanish,,,"N7433.4.A1 L53 2017","Art Library",,,,,,,"Isabel Vázquez; E Tonatiuh Trejo; Fabián Guerrero","Artists' Books Collection"
2227,8NUHR3R2,book,"2020-02-26 00:03:48","2020-02-26 00:04:22","Diccionario de emociones oscuras = The dictionary of obscure sorrows",,"2018-00-00 2018","Laboratorio editorial Esto Es un Libro","Ciudad de México",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9406266,,Spanish,,,"N7433.4.A1 D53 2018","Art Library",,,,,,,"E Tonatiuh Trejo; Cupagu","Artists' Books Collection; Jstor Artist Books"
2228,7N2AGNCE,book,"2020-02-26 00:01:14","2020-02-26 00:01:39","Name, thing, thing : a primer in parallel typographies",,"2018-00-00 2018","Printed Matter, Inc.","New York, NY",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9519909,,English,,,"N7433.4.M255 N36 2018","Art Library",,,,,,,"Gerardo Madera; Sylvia, 1991- McNamara; Inc. Printed Matter","Artists' Books Collection; To be photographed"
2229,ZCRKMD8B,book,"2020-02-25 23:58:27","2020-02-25 23:58:53","Taking receipts : a log of aggression for people of color",,"2017-00-00 2017","Aram Han Sifuentes",Chicago,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9519907,,English,,,"N7433.4.S534 T35 2017","Art Library",,,,,,,"Aram Han, 1986- Sifuentes; Ishita Dharap","Artists' Books Collection; EDUC 567 - 2021; Fall 2021 display -- Care and Wellness; To be photographed"
2230,77TUFTYU,book,"2020-02-25 23:57:42","2020-02-25 23:58:05","A mistake is a beautiful thing",,"2018-00-00 2018","Printed Matter Inc. ; [place of publication not identified] : Coloured Publishing","New York",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9519906,,English,,,"N7433.4.S777 M57 2018","Art Library",,,,,,,"Devin Troy, 1986- Strother; Yuri Ogita; Inc. Printed Matter; Coloured Publishing","Artists' Books Collection; EDUC 567 - 2021; To be photographed"
2231,KQ6DNBBQ,book,"2020-02-25 23:48:20","2020-02-25 23:49:44","地図 / Chizu",,"2014-00-00 2014","Akio Nagasawa Publishing","Tokyo, Japan",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9520159,,Japanese,,,"N7433.4.K413 C55 2014","Art Library",,,,,,,"Kikuji, 1933- Kawada; Kōhei, 1932- Sugiura; Toshirō, 1935- Ishio; Akio Nagasawa Publishing; Tōkyō Inshokan; 1933- 川田喜久治; 1932- 杉浦康平; 利郎, 1935- 石尾; 東京印書館","Artists' Books Collection; To be photographed"
2233,9PXADZ3T,book,"2020-02-25 23:45:55","2020-02-25 23:46:17","Nic si o tom nemyslet",,"2017-00-00 2017",Baobab,Praha,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8983786,,English,,,"N6834.5.K558 N53 2017","Art Library",,,,,,,"Krištof, 1973- Kintera; Juraj Horváth; Baobab Books (Firm)","Artists' Books Collection; To be photographed"
2234,3W95A2M6,book,"2020-02-25 23:45:13","2020-02-25 23:45:34","A brief and exuberant history of Carnival = Una breve y exuberante historia de Carnival",,"2016-00-00 2016","[publisher not identified]","San Juan, Puerto Rico",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9421952,,English,,,"N7433.4.B83 B7465 2016","Art Library",,,,,,,"Dave Buchen","Artists' Books Collection; To be photographed"
2235,8UEXGY2S,book,"2020-02-25 23:44:09","2020-02-25 23:44:35","The proposition of landscape",,"2018-00-00 2018","[Melissa Wagner-Lawler]","Milwaukee, Wisconsin",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9435047,,English,,,"N7433.4.W278 P76 2018","Art Library",,,,,,,"Melissa Wagner-Lawler","Artists' Books Collection; To be photographed"
2236,PCTAHWMM,book,"2020-02-25 23:43:11","2020-02-25 23:43:54","Audibility = Audibilidad",,"2017-00-00 2017","[publisher not identified]","[San Francisco]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9435048,,"Multiple languages",,,"N7433.4.P612 A93 2017","Art Library",,,,,,,"Carrie Ann Plank; Hanoi Pérez; Megan Adie","Artists' Books Collection; To be photographed"
2237,QPXEI2VV,book,"2020-02-25 23:42:24","2020-02-25 23:42:46","La guerra entre el maíz y el arroz",,"2017-00-00 2017","Ediciones Centro Cultural del México Contemporáneo","CDMX, (Ciudad de México)",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9406363,,Spanish,,,"N7433.4.C79 G84 2017","Art Library",,,,,,,"Kleyver Cruz Hernández; Evelia Sandoval U.; Fundación Centro Cultural del México Contemporáneo","Artists' Books Collection; To be photographed"
2238,L9858XFC,book,"2020-02-25 23:41:51","2020-02-25 23:42:10","Pedro el esponjoso",,"2017-00-00 2017","Ediciones Centro Cultural del México Contemporáneo","CDMX, (Ciudad de México)",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9406362,,Spanish,,,"N7433.4.H475 P43 2017","Art Library",,,,,,,"Alan Yurem Hernández Pérez; Evelia Sandoval U.; Fundación Centro Cultural del México Contemporáneo","Artists' Books Collection"
2246,MMFXWFDT,book,"2020-02-25 22:39:11","2020-02-25 22:42:57","Que luz estarias a ler?",,"2014-00-00 2014","Xerefé Edições",Coimbra,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9255257,,Portuguese,,,"N7433.4.B565 Q42 2014","Art Library",,,,,,,"João Pedro, 1957- Messeder; Ana Biscaia","Artists' Books Collection"
2247,ZQ65SDKJ,book,"2020-02-24 18:56:26","2020-02-24 18:56:46","José el glotón",,"2017-00-00 2017","Ediciones Centro Cultural del México Contemporáneo","CDMX, (Ciudad de México)",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9406360,,Spanish,,,"N7433.4.G89 J67 2017","Art Library",,,,,,,"Arturo Alejandro Gutiérrez de Lucio; Evelia Sandoval U.; Fundación Centro Cultural del México Contemporáneo","Artists' Books Collection; To be photographed"
2249,PMI9MHQ7,book,"2020-02-24 18:41:11","2020-02-24 18:41:28","Dawn mission",,"2016-00-00 2016","Mousse Publishing",Milan,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9421699,,English,,,"N7433.4.N688 D39 2016","Art Library",,,,,,,"Katja, 1984- Novitskova; Kunstverein in Hamburg","Artists' Books Collection"
2250,6AXLYZ3E,book,"2020-02-24 18:02:48","2020-02-24 18:04:41","Hands on",,"2017-00-00 2017","Flat Space Books","[Durham, NC]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9382671,,English,,,"N7433.4.A459 H36 2017","Art Library",,,,,,,"Ben, 1983- Alper; Flat Space Books","Artists' Books Collection"
2251,YITEDFE2,book,"2020-02-24 18:01:14","2020-02-24 18:02:27","Museum Bhavan",,"2016-00-00 2016-2017",Steidl,"Göttingen",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9154611,,English,,,"TR655 .D39 2016","Art Library",,,,,,,"Dayanita Singh; Aveek Sen; Gerhard Steidl","Artists' Books Collection; To be photographed"
2252,SEIS97FS,book,"2020-02-24 17:58:18","2020-02-24 18:01:29",Nieve,,"2011-00-00 2011","Malpaís Ediciones","México",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9256531,,Spanish,,,"N7433.4.R365 N54 2011","Art Library",,,,,,,"Pablo, 1984- Rasgado; Malpaís Ediciones","Artists' Books Collection"
2253,H9WMRFHW,book,"2020-02-24 17:56:50","2020-02-24 17:57:10","[Insects, an artist's book].",,"2018-00-00 2018","[publisher not identified]","[Mexico City?]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9257932,,Spanish,,,"N7433.4.A1 I57 2018","Art Library",,,,,,,,"Artists' Books Collection"
2254,9INHX9JM,book,"2020-02-24 17:55:59","2020-02-24 17:56:29","Obsessed : golf & marriage, a cautionary tale",,"2010-00-00 2010","[publisher not identified]","New York ; Los Angeles",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9407233,,English,,,"N7433.4.B833 O28 2010","Art Library",,,,,,,"Chris, 1964- Buck; Lisa Anne, 1967- Auerbach; Julian Richards","Artists' Books Collection"
2255,2MZUGSET,book,"2020-02-24 17:48:41","2020-02-24 17:49:00","Re-membrance of the remembrance",,"2018-00-00 2018","Datz Press","Seoul, Korea",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9382651,,Korean,,,"TR655 .M559 2018","Art Library",,,,,,,"Hye-ryŏng Min; Datz Press; 민혜령","Artists' Books Collection; Jstor Artist Books"
2256,J458BVLL,book,"2020-02-24 17:45:10","2020-02-24 17:45:44","Villa : A Visit to Villa Savoye and Drawn as if an Island",,"2018-00-00 2018","Nigel Peake",[France],,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9385735,,English,,,"N7433.4 .P383 V5 2018","Art Library",,,,,,,"Nigel Peake","Artists' Books Collection"
2257,DD4C6A5D,book,"2020-02-24 17:44:26","2020-02-24 17:44:47","Niña cucaracha = Cockroach girl",,"2017-00-00 2017","Svarti Ediciones","[Mexico City, Mexico]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9256865,,Spanish,,,"N7433.4.A716 N56 2017","Art Library",,,,,,,"Amira, 1983- Aranda; Svarti Ediciones","Artists' Books Collection; To be photographed"
2258,VKWNTXMD,book,"2020-02-24 17:43:45","2020-02-24 17:44:09","Os acrobatas = The acrobats",,"2015-00-00 2015",MMMNNNRRRG,Portugal,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9255345,,Portuguese,,,"N7433.4.T75 A27 2015","Art Library",,,,,,,"Marcos, 1966- Trinidade; MMMNNNRRRG","Artists' Books Collection"
2259,GBIF479G,book,"2020-02-24 17:37:24","2020-02-24 17:38:46","¿Hay en portugués?.",,"2012-00-00 2012",Par(ent)esis,"Florianópolis, SC",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9020440,,Portuguese,,,"N7433.4.A1 H39 no.6","Art Library",,,,,,,"UDESC (University). Programa de Pós-graduação em Artes Visuais","Artists' Books Collection; Jstor Artist Books"
2260,TFZNUIC7,book,"2020-02-24 17:36:39","2020-02-24 17:37:03","Fábrica de conocimiento",,"2016-00-00 2016","Fábrica de Conocimiento, Escuela de Garaje : Laagencia","Bogotá",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9256870,,English,,,"N7433.4.A1 F33 2016","Art Library",,,,,,,"Magdalena de San Jerónimo; Laagencia; Colombia) Escuela de Garaje (Bogotá","Artists' Books Collection"
2261,5F2VZ9LU,book,"2020-02-24 17:35:50","2020-02-24 17:36:39","Escuela de Garaje : vol. intemperie.",,"2017-00-00 2017",Laagencia,"[Bogotá]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9256861,,Spanish,,,"N7433.4.A1 E83 2017","Art Library",,,,,,,"Laagencia; Colombia) Escuela de Garaje (Bogotá","Artists' Books Collection"
2262,SSNZ28IZ,book,"2020-02-24 17:35:02","2020-02-24 17:35:20","Drogas, sexo, rock 'n' roll.",,"2015-00-00 2015","Kitschic Ediciones","[Bogotá]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9255652,,Spanish,,,"N7433.4.A778 D76 2015","Art Library",,,,,,,"Eduardo (Book artist) Arias","Artists' Books Collection; Jstor Artist Books"
2263,ZQYVPMV8,book,"2020-02-24 17:34:09","2020-02-24 17:34:40",Pornotapados,,"2009-00-00 2009","Belleza Infinita",Spain,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8654024,,Spanish,,,"N7433.4.B5762 P68 2009 c. 2","Art Library",,,,,,,"Paloma Blanco; Belleza Infinita (Publisher)","Artists' Books Collection"
2264,DKYULI6R,book,"2020-02-24 17:33:28","2020-02-24 17:34:09","Electro domésticos classificados",,"2007-00-00 2007","[Quarto de Jade]","Sacavém",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9255261,,Portuguese,,,"N7433.4.J63 E44 2007","Art Library",,,,,,,"Maria João Worm; Quarto de Jade","Artists' Books Collection; 2000-07; To be photographed"
2265,8VVL4XQ7,book,"2020-02-24 17:32:47","2020-02-24 17:33:07","Toma lá dá cá",,"2017-00-00 2017","Elias Gato",[Portugal],,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9255272,,Portuguese,,,"N7433.4.G38 T66 2017","Art Library",,,,,,,"Elias Gato","Artists' Books Collection"
2266,ZJMUWHNM,book,"2020-02-24 17:31:06","2020-02-24 17:31:39","Cadencia, carne candente : sorbo de cuerpos que no dejan de moverse, expandiéndose en una dimensión fugaz, relinchando palabras que definan el sueño de una vida imaginaria = Beat, blazing flesh : a sip of bodies which do not stop moving, spreading in a shooting dimension, neighing words which define the dream of an imaginary life",,"2015-00-00 2015","Celinda Ojeda",[Spain],,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9252851,,Spanish,,,"N7433.4.O45 C33 2015","Art Library",,,,,,,"Celinda Ojeda González; María Perales","Artists' Books Collection; To be photographed"
2267,6BE8RLEX,book,"2020-02-24 17:30:08","2020-02-24 17:30:22","Edipo rey de Arkadi Avérchenko",,"2012-00-00 2012","Graficas Omar s.z.",Mexico,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9256840,,Spanish,,,"N7433.4.C45 E35 2012","Art Library",,,,,,,"Arkadiĭ, 1881-1925 Averchenko; Koro Chian; Andrei Dudka; Mikhail Jaivolovich; Аркадий, 1881-1925 Аверченко","Artists' Books Collection; Jstor Artist Books"
2268,AF7HGVGQ,book,"2020-02-24 17:28:54","2020-02-24 17:29:15","Se nos diría que publicar espacio es otra cosa",,"2017-00-00 2017","Buró-Buró Officina de proyectos culturales","Cuidad de México",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9256527,,Spanish,,,"N7433.4.T458 S4 2017","Art Library",,,,,,,"Rodrigo Téllez Repetto; Buró-Buró Officina de proyectos culturales","Artists' Books Collection"
2269,N7842N3N,book,"2020-02-24 17:28:15","2020-02-24 17:28:54",Jardines,,"2017-00-00 2017","Jardin publicaciones",[Colombia],,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9255798,,Spanish,,,"N7433.4.G573 J37 2017","Art Library",,,,,,,"Valeria (Giraldo Restrepo), 1989- Giraldo; Jardin publicaciones","Artists' Books Collection"
2270,6PH8HALJ,book,"2020-02-24 17:24:07","2020-02-24 17:24:26","Shallow learning",,"2017-00-00 2017","Everything is Collective","Undisclosed locations",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9358804,,English,,,"N7433.4.H44 S53 2017","Art Library",,,,,,,"Aaron, 1982- Hegert; Everything is Collective (Group of artists)","Artists' Books Collection"
2271,4YQIWAKC,book,"2020-02-24 17:22:23","2020-02-24 17:23:43","Deliberate operations 4 : no analog state",,"2017-00-00 2017","EIC Press","[Chicago, Illinois] ; [Los Angeles, California]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9358784,,English,,,"N7433.4.E94 D46 2017","Art Library",,,,,,,"Everything is Collective (Group of artists); Jason Lukas; Zachary Norman; Aaron, 1982- Hegert; Everything is Collective (Group of artists)","Artists' Books Collection"
2272,WL9HTHU6,book,"2020-02-24 17:21:18","2020-02-24 17:21:54","Deliberate operations. Issue no. 3, Full empties",,"2015-00-00 2015","EIC Press","Chicago, Illinois ; Los Angeles, California",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9358791,,English,,,"N7433.4.E94 D45 2015","Art Library",,,,,,,"Everything is Collective (Group of artists); Jason Lukas; Zachary Norman; Aaron, 1982- Hegert; Everything is Collective (Group of artists)","Artists' Books Collection"
2273,NBAKPB78,book,"2020-02-24 17:20:42","2020-02-24 17:21:02","A measure of silence : works on paper",,"2017-00-00 2017","The Brother in Elysium, 77 Cornell Street, Suite 317","Kingston, NY",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9358836,,English,,,"N7433.4.B415 M43 2017","Art Library",,,,,,,"Jon Beacham; Brother in Elysium (Private Press)","Artists' Books Collection"
2274,9F6Y5QBP,book,"2020-02-24 17:20:07","2020-02-24 17:20:25","Sarah Crowner : Format.",,"2012-00-00 2012","Primary Information","New York, New York",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9358825,,English,,,"N7433.4.C79 F67 2012","Art Library",,,,,,,"Sarah Crowner; Primary Information (Organization)","Artists' Books Collection"
